id,stock_symbol,stock_date,adjusted_close
52,AAPL,3/18/2019,45.03898621
53,AAPL,3/19/2019,44.6820755
54,AAPL,3/20/2019,45.07252121
55,AAPL,3/21/2019,46.73256302
56,AAPL,3/22/2019,45.76481247
57,AAPL,3/25/2019,45.21146393
58,AAPL,3/26/2019,44.74435043
59,AAPL,3/27/2019,45.14678192
60,AAPL,3/28/2019,45.20666885
61,AAPL,3/29/2019,45.50131226
62,AAPL,4/1/2019,45.81032944
63,AAPL,4/2/2019,46.47625732
64,AAPL,4/3/2019,46.79485703
65,AAPL,4/4/2019,46.87628174
66,AAPL,4/5/2019,47.19009018
67,AAPL,4/8/2019,47.93267822
68,AAPL,4/9/2019,47.78895569
69,AAPL,4/10/2019,48.05724335
70,AAPL,4/11/2019,47.65720367
71,AAPL,4/12/2019,47.63804626
72,AAPL,4/15/2019,47.72427368
73,AAPL,4/16/2019,47.7290802
74,AAPL,4/17/2019,48.65850449
75,AAPL,4/18/2019,48.83337021
76,AAPL,4/22/2019,48.99385452
77,AAPL,4/23/2019,49.70050049
78,AAPL,4/24/2019,49.62385559
79,AAPL,4/25/2019,49.17351151
80,AAPL,4/26/2019,48.93875885
81,AAPL,4/29/2019,49.01302719
82,AAPL,4/30/2019,48.06921387
83,AAPL,5/1/2019,50.42873001
84,AAPL,5/2/2019,50.10055542
85,AAPL,5/3/2019,50.72336197
86,AAPL,5/6/2019,49.94005966
87,AAPL,5/7/2019,48.59381866
88,AAPL,5/8/2019,48.60339737
89,AAPL,5/9/2019,48.08120346
90,AAPL,5/10/2019,47.41509628
91,AAPL,5/13/2019,44.65936661
92,AAPL,5/14/2019,45.36634064
93,AAPL,5/15/2019,45.90980148
94,AAPL,5/16/2019,45.70779419
95,AAPL,5/17/2019,45.44809341
96,AAPL,5/20/2019,44.02694321
97,AAPL,5/21/2019,44.87097549
98,AAPL,5/22/2019,43.95240021
99,AAPL,5/23/2019,43.20214462
100,AAPL,5/24/2019,43.03622055
101,AAPL,5/28/2019,42.85827255
102,AAPL,5/29/2019,42.65388489
103,AAPL,5/30/2019,42.87509918
104,AAPL,5/31/2019,42.09840775
105,AAPL,6/3/2019,41.67277908
106,AAPL,6/4/2019,43.19733429
107,AAPL,6/5/2019,43.89468384
108,AAPL,6/6/2019,44.53913116
109,AAPL,6/7/2019,45.72462082
110,AAPL,6/10/2019,46.30895996
111,AAPL,6/11/2019,46.8452034
112,AAPL,6/12/2019,46.6961174
113,AAPL,6/13/2019,46.68649673
114,AAPL,6/14/2019,46.34744263
115,AAPL,6/17/2019,46.62397003
116,AAPL,6/18/2019,47.72049332
117,AAPL,6/19/2019,47.58102798
118,AAPL,6/20/2019,47.96337891
119,AAPL,6/21/2019,47.79985046
120,AAPL,6/24/2019,47.7517662
121,AAPL,6/25/2019,47.02796555
122,AAPL,6/26/2019,48.04512787
123,AAPL,6/27/2019,48.0307045
124,AAPL,6/28/2019,47.59305573
125,AAPL,7/1/2019,48.46593857
126,AAPL,7/2/2019,48.74968719
127,AAPL,7/3/2019,49.15367889
128,AAPL,7/5/2019,49.11039352
129,AAPL,7/8/2019,48.09803772
130,AAPL,7/9/2019,48.39139557
131,AAPL,7/10/2019,48.86992645
132,AAPL,7/11/2019,48.51403809
133,AAPL,7/12/2019,48.8867569
134,AAPL,7/15/2019,49.34605789
135,AAPL,7/16/2019,49.17530823
136,AAPL,7/17/2019,48.89878082
137,AAPL,7/18/2019,49.45425797
138,AAPL,7/19/2019,48.71603394
139,AAPL,7/22/2019,49.82938004
140,AAPL,7/23/2019,50.21893692
141,AAPL,7/24/2019,50.17806625
142,AAPL,7/25/2019,49.78129196
143,AAPL,7/26/2019,49.95442581
144,AAPL,7/29/2019,50.42092514
145,AAPL,7/30/2019,50.20450974
146,AAPL,7/31/2019,51.22890091
147,AAPL,8/1/2019,50.12034988
148,AAPL,8/2/2019,49.05989838
149,AAPL,8/5/2019,46.49172592
150,AAPL,8/6/2019,47.37182236
151,AAPL,8/7/2019,47.86236572
152,AAPL,8/8/2019,48.91801834
153,AAPL,8/9/2019,48.51491928
154,AAPL,8/12/2019,48.39181519
155,AAPL,8/13/2019,50.44112778
156,AAPL,8/14/2019,48.93973923
157,AAPL,8/15/2019,48.69595718
158,AAPL,8/16/2019,49.84492111
159,AAPL,8/19/2019,50.77423859
160,AAPL,8/20/2019,50.77664948
161,AAPL,8/21/2019,51.32698441
162,AAPL,8/22/2019,51.28354263
163,AAPL,8/23/2019,48.91319656
164,AAPL,8/26/2019,49.84250641
165,AAPL,8/27/2019,49.28009415
166,AAPL,8/28/2019,49.61078644
167,AAPL,8/29/2019,50.45078278
168,AAPL,8/30/2019,50.38560486
169,AAPL,9/3/2019,49.65181732
170,AAPL,9/4/2019,50.49423218
171,AAPL,9/5/2019,51.48147583
172,AAPL,9/6/2019,51.47664642
173,AAPL,9/9/2019,51.69629669
174,AAPL,9/10/2019,52.30698776
175,AAPL,9/11/2019,53.97009659
176,AAPL,9/12/2019,53.84941101
177,AAPL,9/13/2019,52.80181503
178,AAPL,9/16/2019,53.07940674
179,AAPL,9/17/2019,53.27250671
180,AAPL,9/18/2019,53.77216721
181,AAPL,9/19/2019,53.33526611
182,AAPL,9/20/2019,52.55561829
183,AAPL,9/23/2019,52.79457855
184,AAPL,9/24/2019,52.54354095
185,AAPL,9/25/2019,53.35216141
186,AAPL,9/26/2019,53.07699203
187,AAPL,9/27/2019,52.81872559
188,AAPL,9/30/2019,54.06182098
189,AAPL,10/1/2019,54.21147537
190,AAPL,10/2/2019,52.85250854
191,AAPL,10/3/2019,53.30148315
192,AAPL,10/4/2019,54.79562378
193,AAPL,10/7/2019,54.80768585
194,AAPL,10/8/2019,54.1656189
195,AAPL,10/9/2019,54.80044174
196,AAPL,10/10/2019,55.53907013
197,AAPL,10/11/2019,57.01630402
198,AAPL,10/14/2019,56.93424225
199,AAPL,10/15/2019,56.80148315
200,AAPL,10/16/2019,56.57217407
201,AAPL,10/17/2019,56.79182434
202,AAPL,10/18/2019,57.06458664
203,AAPL,10/21/2019,58.054245
204,AAPL,10/22/2019,57.9214859
205,AAPL,10/23/2019,58.69872665
206,AAPL,10/24/2019,58.79528427
207,AAPL,10/25/2019,59.51942062
208,AAPL,10/28/2019,60.11561966
209,AAPL,10/29/2019,58.72527313
210,AAPL,10/30/2019,58.71803665
211,AAPL,10/31/2019,60.04563141
212,AAPL,11/1/2019,61.74977875
213,AAPL,11/4/2019,62.1552887
214,AAPL,11/5/2019,62.06598663
215,AAPL,11/6/2019,62.09252167
216,AAPL,11/7/2019,62.80915451
217,AAPL,11/8/2019,62.98104858
218,AAPL,11/11/2019,63.47977829
219,AAPL,11/12/2019,63.42166901
220,AAPL,11/13/2019,64.02936554
221,AAPL,11/14/2019,63.5863266
222,AAPL,11/15/2019,64.3416748
223,AAPL,11/18/2019,64.66609192
224,AAPL,11/19/2019,64.47000122
225,AAPL,11/20/2019,63.71946335
226,AAPL,11/21/2019,63.4337883
227,AAPL,11/22/2019,63.37811279
228,AAPL,11/25/2019,64.48936462
229,AAPL,11/26/2019,63.98578262
230,AAPL,11/27/2019,64.84524536
231,AAPL,11/29/2019,64.70243073
232,AAPL,12/2/2019,63.95432663
233,AAPL,12/3/2019,62.81399536
234,AAPL,12/4/2019,63.36841583
235,AAPL,12/5/2019,64.2980957
236,AAPL,12/6/2019,65.54009247
237,AAPL,12/9/2019,64.62250519
238,AAPL,12/10/2019,65.00019073
239,AAPL,12/11/2019,65.55461121
240,AAPL,12/12/2019,65.72166443
241,AAPL,12/13/2019,66.61502838
242,AAPL,12/16/2019,67.75534821
243,AAPL,12/17/2019,67.88851929
244,AAPL,12/18/2019,67.72631073
245,AAPL,12/19/2019,67.79409027
246,AAPL,12/20/2019,67.65366364
247,AAPL,12/23/2019,68.75766754
248,AAPL,12/24/2019,68.82305908
249,AAPL,12/26/2019,70.18849945
250,AAPL,12/27/2019,70.16188049
251,AAPL,12/30/2019,70.57828522
252,AAPL,12/31/2019,71.09397888
253,AAPL,1/2/2020,72.71606445
254,AAPL,1/3/2020,72.0091095
255,AAPL,1/6/2020,72.58290863
256,AAPL,1/7/2020,72.24156189
257,AAPL,1/8/2020,73.40364075
258,AAPL,1/9/2020,74.96279907
259,AAPL,1/10/2020,75.13225555
260,AAPL,1/13/2020,76.7374115
261,AAPL,1/14/2020,75.70121765
262,AAPL,1/15/2020,75.37678528
263,AAPL,1/16/2020,76.3210144
264,AAPL,1/17/2020,77.16593933
265,AAPL,1/21/2020,76.64302063
266,AAPL,1/22/2020,76.9165802
267,AAPL,1/23/2020,77.28701019
268,AAPL,1/24/2020,77.06426239
269,AAPL,1/27/2020,74.79817963
270,AAPL,1/28/2020,76.91416168
271,AAPL,1/29/2020,78.52415466
272,AAPL,1/30/2020,78.4103775
273,AAPL,1/31/2020,74.93375397
274,AAPL,2/3/2020,74.72795105
275,AAPL,2/4/2020,77.19499969
276,AAPL,2/5/2020,77.82449341
277,AAPL,2/6/2020,78.73477936
278,AAPL,2/7/2020,77.66456604
279,AAPL,2/10/2020,78.0334549
280,AAPL,2/11/2020,77.56266022
281,AAPL,2/12/2020,79.40459442
282,AAPL,2/13/2020,78.83912659
283,AAPL,2/14/2020,78.85855865
284,AAPL,2/18/2020,77.41460419
285,AAPL,2/19/2020,78.53580475
286,AAPL,2/20/2020,77.73010254
287,AAPL,2/21/2020,75.97068024
288,AAPL,2/24/2020,72.36203766
289,AAPL,2/25/2020,69.91098022
290,AAPL,2/26/2020,71.02001953
291,AAPL,2/27/2020,66.37756348
292,AAPL,2/28/2020,66.33873749
293,AAPL,3/2/2020,72.51491547
294,AAPL,3/3/2020,70.21188354
295,AAPL,3/4/2020,73.46862793
296,AAPL,3/5/2020,71.0855484
297,AAPL,3/6/2020,70.14151764
298,AAPL,3/9/2020,64.5938797
299,AAPL,3/10/2020,69.24604034
300,AAPL,3/11/2020,66.8411026
301,AAPL,3/12/2020,60.24020767
302,AAPL,3/13/2020,67.45749664
303,AAPL,3/16/2020,58.77928543
304,AAPL,3/17/2020,61.36381912
305,AAPL,3/18/2020,59.86163712
306,AAPL,3/19/2020,59.40297318
307,AAPL,3/20/2020,55.63173294
308,AAPL,3/23/2020,54.44989395
309,AAPL,3/24/2020,59.91260529
310,AAPL,3/25/2020,59.58255768
311,AAPL,3/26/2020,62.71796799
312,AAPL,3/27/2020,60.12130737
313,AAPL,3/30/2020,61.83704376
314,AAPL,3/31/2020,61.71084976
315,AAPL,4/1/2020,58.46380615
316,AAPL,4/2/2020,59.43936157
317,AAPL,4/3/2020,58.58515167
318,AAPL,4/6/2020,63.69596863
319,AAPL,4/7/2020,62.95821762
320,AAPL,4/8/2020,64.56960297
321,AAPL,4/9/2020,65.03556061
322,AAPL,4/13/2020,66.31204224
323,AAPL,4/14/2020,69.66100311
324,AAPL,4/15/2020,69.02521515
325,AAPL,4/16/2020,69.57365417
326,AAPL,4/17/2020,68.62962341
327,AAPL,4/20/2020,67.20509338
328,AAPL,4/21/2020,65.12775421
329,AAPL,4/22/2020,67.003685
330,AAPL,4/23/2020,66.74399567
331,AAPL,4/24/2020,68.67087555
332,AAPL,4/27/2020,68.71942902
333,AAPL,4/28/2020,67.60552979
334,AAPL,4/29/2020,69.82603455
335,AAPL,4/30/2020,71.29908752
336,AAPL,5/1/2020,70.15122223
337,AAPL,5/4/2020,71.14378357
338,AAPL,5/5/2020,72.21156311
339,AAPL,5/6/2020,72.95658875
340,AAPL,5/7/2020,73.7113266
341,AAPL,5/8/2020,75.46578217
342,AAPL,5/11/2020,76.65325928
343,AAPL,5/12/2020,75.77724457
344,AAPL,5/13/2020,74.86230469
345,AAPL,5/14/2020,75.32218933
346,AAPL,5/15/2020,74.87689972
347,AAPL,5/18/2020,76.64108276
348,AAPL,5/19/2020,76.19822693
349,AAPL,5/20/2020,77.68014526
350,AAPL,5/21/2020,77.10099792
351,AAPL,5/22/2020,77.59740448
352,AAPL,5/26/2020,77.07180023
353,AAPL,5/27/2020,77.4076004
354,AAPL,5/28/2020,77.44168091
355,AAPL,5/29/2020,77.36623383
356,AAPL,6/1/2020,78.31768799
357,AAPL,6/2/2020,78.68025208
358,AAPL,6/3/2020,79.11338806
359,AAPL,6/4/2020,78.43204498
360,AAPL,6/5/2020,80.66584015
361,AAPL,6/8/2020,81.14281464
362,AAPL,6/9/2020,83.7051239
363,AAPL,6/10/2020,85.85865784
364,AAPL,6/11/2020,81.73654938
365,AAPL,6/12/2020,82.44221497
366,AAPL,6/15/2020,83.46179199
367,AAPL,6/16/2020,85.67371368
368,AAPL,6/17/2020,85.55449677
369,AAPL,6/18/2020,85.58856201
370,AAPL,6/19/2020,85.09945679
371,AAPL,6/22/2020,87.32598114
372,AAPL,6/23/2020,89.18992615
373,AAPL,6/24/2020,87.61553955
374,AAPL,6/25/2020,88.77868652
375,AAPL,6/26/2020,86.05089569
376,AAPL,6/29/2020,88.03408813
377,AAPL,6/30/2020,88.76893616
378,AAPL,7/1/2020,88.60105133
379,AAPL,7/2/2020,88.60105133
380,AAPL,7/6/2020,90.97116089
381,AAPL,7/7/2020,90.68887329
382,AAPL,7/8/2020,92.80102539
383,AAPL,7/9/2020,93.20009613
384,AAPL,7/10/2020,93.36313629
385,AAPL,7/13/2020,92.93244171
386,AAPL,7/14/2020,94.47032166
387,AAPL,7/15/2020,95.12002563
388,AAPL,7/16/2020,93.9495697
389,AAPL,7/17/2020,93.75978088
390,AAPL,7/20/2020,95.735672
391,AAPL,7/21/2020,94.41436005
392,AAPL,7/22/2020,94.67959595
393,AAPL,7/23/2020,90.37011719
394,AAPL,7/24/2020,90.14624786
395,AAPL,7/27/2020,92.28271484
396,AAPL,7/28/2020,90.76674652
397,AAPL,7/29/2020,92.50659943
398,AAPL,7/30/2020,93.62595367
399,AAPL,7/31/2020,103.4275131
400,AAPL,8/3/2020,106.0336304
401,AAPL,8/4/2020,106.7417526
402,AAPL,8/5/2020,107.1286697
403,AAPL,8/6/2020,110.8662872
404,AAPL,8/7/2020,108.3456573
405,AAPL,8/10/2020,109.9204559
406,AAPL,8/11/2020,106.6514206
407,AAPL,8/12/2020,110.1959
408,AAPL,8/13/2020,112.1461029
409,AAPL,8/14/2020,112.0461578
410,AAPL,8/17/2020,111.753624
411,AAPL,8/18/2020,112.684845
412,AAPL,8/19/2020,112.8262329
413,AAPL,8/20/2020,115.3298187
414,AAPL,8/21/2020,121.2730408
415,AAPL,8/24/2020,122.7234955
416,AAPL,8/25/2020,121.7167053
417,AAPL,8/26/2020,123.371933
418,AAPL,8/27/2020,121.8970947
419,AAPL,8/28/2020,121.6996384
420,AAPL,8/31/2020,125.8267441
421,AAPL,9/1/2020,130.8387756
422,AAPL,9/2/2020,128.1279297
423,AAPL,9/3/2020,117.8699341
424,AAPL,9/4/2020,117.947937
425,AAPL,9/8/2020,110.0106506
426,AAPL,9/9/2020,114.3985901
427,AAPL,9/10/2020,110.6639404
428,AAPL,9/11/2020,109.2110748
429,AAPL,9/14/2020,112.4873962
430,AAPL,9/15/2020,112.6629028
431,AAPL,9/16/2020,109.3378143
432,AAPL,9/17/2020,107.592392
433,AAPL,9/18/2020,104.1795425
434,AAPL,9/21/2020,107.3388672
435,AAPL,9/22/2020,109.0257874
436,AAPL,9/23/2020,104.4525681
437,AAPL,9/24/2020,105.5251923
438,AAPL,9/25/2020,109.4840927
439,AAPL,9/28/2020,112.0973663
440,AAPL,9/29/2020,111.2490234
441,AAPL,9/30/2020,112.9262009
442,AAPL,10/1/2020,113.8817673
443,AAPL,10/2/2020,110.2056503
444,AAPL,10/5/2020,113.5989914
445,AAPL,10/6/2020,110.3421707
446,AAPL,10/7/2020,112.2143784
447,AAPL,10/8/2020,112.1071014
448,AAPL,10/9/2020,114.0573044
449,AAPL,10/12/2020,121.3022766
450,AAPL,10/13/2020,118.084465
451,AAPL,10/14/2020,118.172226
452,AAPL,10/15/2020,117.7041626
453,AAPL,10/16/2020,116.0562439
454,AAPL,10/19/2020,113.0919571
455,AAPL,10/20/2020,114.5838623
456,AAPL,10/21/2020,113.9597855
457,AAPL,10/22/2020,112.867691
458,AAPL,10/23/2020,112.1753616
459,AAPL,10/26/2020,112.185112
460,AAPL,10/27/2020,113.6965256
461,AAPL,10/28/2020,108.4309692
462,AAPL,10/29/2020,112.4483948
463,AAPL,10/30/2020,106.1492538
464,AAPL,11/2/2020,106.0614929
465,AAPL,11/3/2020,107.6899033
466,AAPL,11/4/2020,112.0875854
467,AAPL,11/5/2020,116.0660095
468,AAPL,11/6/2020,115.9341507
469,AAPL,11/9/2020,113.6191711
470,AAPL,11/10/2020,113.2772903
471,AAPL,11/11/2020,116.7155457
472,AAPL,11/12/2020,116.4420776
473,AAPL,11/13/2020,116.4909058
474,AAPL,11/16/2020,117.5067673
475,AAPL,11/17/2020,116.6178818
476,AAPL,11/18/2020,115.2894669
477,AAPL,11/19/2020,115.8852921
478,AAPL,11/20/2020,114.6154938
479,AAPL,11/23/2020,111.2065201
480,AAPL,11/24/2020,112.4958496
481,AAPL,11/25/2020,113.3358841
482,AAPL,11/27/2020,113.8828888
483,AAPL,11/30/2020,116.2857971
484,AAPL,12/1/2020,119.8705673
485,AAPL,12/2/2020,120.2222137
486,AAPL,12/3/2020,120.0854645
487,AAPL,12/4/2020,119.4114838
488,AAPL,12/7/2020,120.8766479
489,AAPL,12/8/2020,121.4920273
490,AAPL,12/9/2020,118.9523926
491,AAPL,12/10/2020,120.3784866
492,AAPL,12/11/2020,119.5677719
493,AAPL,12/14/2020,118.9523926
494,AAPL,12/15/2020,124.9107513
495,AAPL,12/16/2020,124.8423843
496,AAPL,12/17/2020,125.7117157
497,AAPL,12/18/2020,123.719101
498,AAPL,12/21/2020,125.2526245
499,AAPL,12/22/2020,128.8178711
500,AAPL,12/23/2020,127.9192276
501,AAPL,12/24/2020,128.9058075
502,AAPL,12/28/2020,133.5161896
503,AAPL,12/29/2020,131.7384644
504,AAPL,12/30/2020,130.6151733
505,AAPL,12/31/2020,129.6090546
506,AAPL,1/4/2021,126.4052582
507,AAPL,1/5/2021,127.9680939
508,AAPL,1/6/2021,123.6604919
509,AAPL,1/7/2021,127.8801804
510,AAPL,1/8/2021,128.9839325
511,AAPL,1/11/2021,125.9852295
512,AAPL,1/12/2021,125.8094101
513,AAPL,1/13/2021,127.8508759
514,AAPL,1/14/2021,125.9168549
515,AAPL,1/15/2021,124.1879272
516,AAPL,1/19/2021,124.861908
517,AAPL,1/20/2021,128.9644012
518,AAPL,1/21/2021,133.6920471
519,AAPL,1/22/2021,135.8409424
520,AAPL,1/25/2021,139.601532
521,AAPL,1/26/2021,139.835968
522,AAPL,1/27/2021,138.7614899
523,AAPL,1/28/2021,133.9069061
524,AAPL,1/29/2021,128.8960571
525,AAPL,2/1/2021,131.0253906
526,AAPL,2/2/2021,131.8556976
527,AAPL,2/3/2021,130.8300629
528,AAPL,2/4/2021,134.1999207
529,AAPL,2/5/2021,133.7841644
530,AAPL,2/8/2021,133.9309082
531,AAPL,2/9/2021,133.0504913
532,AAPL,2/10/2021,132.4440002
533,AAPL,2/11/2021,132.1896667
534,AAPL,2/12/2021,132.4244537
535,AAPL,2/16/2021,130.2919006
536,AAPL,2/17/2021,127.9929962
537,AAPL,2/18/2021,126.8875961
538,AAPL,2/19/2021,127.0440903
539,AAPL,2/22/2021,123.258316
540,AAPL,2/23/2021,123.1213913
541,AAPL,2/24/2021,122.6224594
542,AAPL,2/25/2021,118.3573303
543,AAPL,2/26/2021,118.6214752
544,AAPL,3/1/2021,125.0093842
545,AAPL,3/2/2021,122.3974838
546,AAPL,3/3/2021,119.4040451
547,AAPL,3/4/2021,117.5160522
548,AAPL,3/5/2021,118.777977
549,AAPL,3/8/2021,113.8280716
550,AAPL,3/9/2021,118.4551544
551,AAPL,3/10/2021,117.3693161
552,AAPL,3/11/2021,119.3062286
553,AAPL,3/12/2021,118.3964767
554,AAPL,3/15/2021,121.2920532
555,AAPL,3/16/2021,122.8376846
556,AAPL,3/17/2021,122.0452957
557,AAPL,3/18/2021,117.9073486
558,AAPL,3/19/2021,117.379097
559,AAPL,3/22/2021,120.7051239
560,AAPL,3/23/2021,119.8736115
561,AAPL,3/24/2021,117.4769058
562,AAPL,3/25/2021,117.9660339
563,AAPL,3/26/2021,118.5725479
564,AAPL,3/29/2021,118.7486191
565,AAPL,3/30/2021,117.2910538
566,AAPL,3/31/2021,119.4921036
567,AAPL,4/1/2021,120.323616
568,AAPL,4/5/2021,123.1604996
569,AAPL,4/6/2021,123.4637604
570,AAPL,4/7/2021,125.1169891
571,AAPL,4/8/2021,127.5234375
572,AAPL,4/9/2021,130.1060181
573,AAPL,4/12/2021,128.3843079
574,AAPL,4/13/2021,131.5048828
575,AAPL,4/14/2021,129.1571503
576,AAPL,4/15/2021,131.573349
577,AAPL,4/16/2021,131.2407837
578,AAPL,4/19/2021,131.9059906
579,AAPL,4/20/2021,130.2136078
580,AAPL,4/21/2021,130.5951385
581,AAPL,4/22/2021,129.0690918
582,AAPL,4/23/2021,131.3972931
583,AAPL,4/26/2021,131.7885742
584,AAPL,4/27/2021,131.4657745
585,AAPL,4/28/2021,130.6734009
586,AAPL,4/29/2021,130.5755615
587,AAPL,4/30/2021,128.5995331
588,AAPL,5/3/2021,129.6560516
589,AAPL,5/4/2021,125.0680542
590,AAPL,5/5/2021,125.3126373
591,AAPL,5/6/2021,126.9169693
592,AAPL,5/7/2021,127.5930862
593,AAPL,5/10/2021,124.3006058
594,AAPL,5/11/2021,123.3794937
595,AAPL,5/12/2021,120.3026047
596,AAPL,5/13/2021,122.4583817
597,AAPL,5/14/2021,124.8885269
598,AAPL,5/17/2021,123.732254
599,AAPL,5/18/2021,122.3408127
600,AAPL,5/19/2021,122.184021
601,AAPL,5/20/2021,124.751358
602,AAPL,5/21/2021,122.9091415
603,AAPL,5/24/2021,124.5455704
604,AAPL,5/25/2021,124.3496017
605,AAPL,5/26/2021,124.3006058
606,AAPL,5/27/2021,122.762146
607,AAPL,5/28/2021,122.1056213
608,AAPL,6/1/2021,121.7822418
609,AAPL,6/2/2021,122.5465698
610,AAPL,6/3/2021,121.0571136
611,AAPL,6/4/2021,123.3598938
612,AAPL,6/7/2021,123.3696976
613,AAPL,6/8/2021,124.1928101
614,AAPL,6/9/2021,124.5749893
615,AAPL,6/10/2021,123.5754776
616,AAPL,6/11/2021,124.7905502
617,AAPL,6/14/2021,127.8576431
618,AAPL,6/15/2021,127.0345535
619,AAPL,6/16/2021,127.5342636
620,AAPL,6/17/2021,129.1412964
621,AAPL,6/18/2021,127.8380737
622,AAPL,6/21/2021,129.6410522
623,AAPL,6/22/2021,131.2872925
624,AAPL,6/23/2021,131.01297
625,AAPL,6/24/2021,130.728775
626,AAPL,6/25/2021,130.4347839
627,AAPL,6/28/2021,132.0712128
628,AAPL,6/29/2021,133.5900574
629,AAPL,6/30/2021,134.207428
630,AAPL,7/1/2021,134.5111694
631,AAPL,7/2/2021,137.1471558
632,AAPL,7/6/2021,139.165741
633,AAPL,7/7/2021,141.6644745
634,AAPL,7/8/2021,140.3611908
635,AAPL,7/9/2021,142.1936035
636,AAPL,7/12/2021,141.595871
637,AAPL,7/13/2021,142.7129517
638,AAPL,7/14/2021,146.1524353
639,AAPL,7/15/2021,145.4959106
640,AAPL,7/16/2021,143.4479218
641,AAPL,7/19/2021,139.5870514
642,AAPL,7/20/2021,143.212738
643,AAPL,7/21/2021,142.4777832
644,AAPL,7/22/2021,143.8496399
645,AAPL,7/23/2021,145.5742798
646,AAPL,7/26/2021,145.9956512
647,AAPL,7/27/2021,143.8202515
648,AAPL,7/28/2021,142.0662079
649,AAPL,7/29/2021,142.7129517
650,AAPL,7/30/2021,142.9285431
651,AAPL,8/2/2021,142.5953827
652,AAPL,8/3/2021,144.398407
653,AAPL,8/4/2021,143.9966431
654,AAPL,8/5/2021,144.1044312
655,AAPL,8/6/2021,143.4174805
656,AAPL,8/9/2021,143.3683929
657,AAPL,8/10/2021,142.8875275
658,AAPL,8/11/2021,143.1426697
659,AAPL,8/12/2021,146.1162415
660,AAPL,8/13/2021,146.3223267
661,AAPL,8/16/2021,148.3046875
662,AAPL,8/17/2021,147.3920288
663,AAPL,8/18/2021,143.6333923
664,AAPL,8/19/2021,143.967041
665,AAPL,8/20/2021,145.4292755
666,AAPL,8/23/2021,146.9209747
667,AAPL,8/24/2021,146.8326416
668,AAPL,8/25/2021,145.5960999
669,AAPL,8/26/2021,144.7913818
670,AAPL,8/27/2021,145.8316498
671,AAPL,8/30/2021,150.2674408
672,AAPL,8/31/2021,149.0014496
673,AAPL,9/1/2021,149.6687927
674,AAPL,9/2/2021,150.7875671
675,AAPL,9/3/2021,151.4254761
676,AAPL,9/7/2021,153.7709656
677,AAPL,9/8/2021,152.2203979
678,AAPL,9/9/2021,151.1997528
679,AAPL,9/10/2021,146.1947479
680,AAPL,9/13/2021,146.7639771
681,AAPL,9/14/2021,145.3605804
682,AAPL,9/15/2021,146.2536163
683,AAPL,9/16/2021,146.0180969
684,AAPL,9/17/2021,143.3389587
685,AAPL,9/20/2021,140.2770691
686,AAPL,9/21/2021,140.7579498
687,AAPL,9/22/2021,143.132843
688,AAPL,9/23/2021,144.0946045
689,AAPL,9/24/2021,144.1829224
690,AAPL,9/27/2021,142.6618195
691,AAPL,9/28/2021,139.2662811
692,AAPL,9/29/2021,140.1691437
693,AAPL,9/30/2021,138.8638763
694,AAPL,10/1/2021,139.9924469
695,AAPL,10/4/2021,136.5478821
696,AAPL,10/5/2021,138.4811859
697,AAPL,10/6/2021,139.3545837
698,AAPL,10/7/2021,140.6205597
699,AAPL,10/8/2021,140.2378235
